class,filename,height,width,xmax,xmin,ymax,ymin
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-03_02_01.jpg,1500,2000,292,221,62,14
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-03_02_01.jpg,1500,2000,382,334,67,40
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-26-00_01_02.jpg,1500,2000,716,690,418,374
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-23_02_02.jpg,1500,2000,964,940,997,974
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-23_02_02.jpg,1500,2000,572,549,1257,1240
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-29_01_02.jpg,1500,2000,667,644,340,274
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-29_01_02.jpg,1500,2000,1436,1369,1473,1451
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-11-22_01_02.jpg,1500,2000,477,453,884,852
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,1936,1849,403,298
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,2000,1934,417,190
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,598,517,865,774
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,677,596,960,905
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,64,0,926,831
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,516,450,1133,1065
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,654,567,1181,1110
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,1179,1098,822,720
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,1071,1000,762,713
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,1074,979,877,745
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,992,928,930,867
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-19-31_02_02.jpg,1500,2000,987,878,995,945
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-57_01_01.jpg,1500,2000,591,545,227,164
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,946,896,262,186
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,127,61,652,595
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,216,120,1064,948
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,162,75,1170,1074
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,233,112,1195,1151
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-59_01_02.jpg,1500,2000,235,115,1409,1293
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,788,680,1037,921
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,889,760,1100,1059
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,679,612,1285,1237
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,91,28,812,752
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,417,382,1027,982
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1273,1100,1071,987
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1168,1041,1149,1094
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1295,1218,1142,1101
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1392,1297,944,882
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1264,1127,969,858
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1328,1271,98,40
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-38-17_02_02.jpg,1500,2000,1645,1540,113,59
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1715,1678,451,389
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1838,1783,224,155
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1737,1696,163,94
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1976,1891,676,556
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1865,1798,769,675
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,849,782,1085,1055
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,663,578,1081,991
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,536,473,977,915
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,428,282,1157,1055
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,654,505,1185,1055
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,606,495,1239,1168
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,798,738,1366,1307
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,1034,1008,1140,1114
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,653,555,1481,1423
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,162,67,1104,1072
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,235,154,1108,1069
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,152,53,1037,975
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-42-15_01_01.jpg,1500,2000,70,25,510,482
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,737,693,954,905
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,353,267,593,533
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,51,30,947,925
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,1401,1360,44,12
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,1207,1188,42,30
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-40-17_01_02.jpg,1500,2000,1363,1342,695,677
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-39_02_01.jpg,1500,2000,639,433,649,531
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-39_02_01.jpg,1500,2000,443,187,864,676
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-39_02_01.jpg,1500,2000,525,355,884,735
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-39_02_01.jpg,1500,2000,208,35,886,775
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-39_02_01.jpg,1500,2000,49,3,883,820
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-44_01_01.jpg,1500,2000,1742,1702,1443,1398
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,1420,1333,378,280
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,1070,1021,496,437
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,939,884,319,271
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,825,776,74,17
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,809,752,239,184
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,644,585,182,104
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,518,447,118,87
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,278,169,59,1
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,30,0,47,12
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,367,230,293,207
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,283,151,409,306
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,180,5,484,384
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,518,314,577,388
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,380,190,700,569
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,276,169,822,738
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,122,14,916,870
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,279,0,1114,885
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,342,257,1333,1270
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,666,609,864,838
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,698,630,924,848
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,743,550,837,815
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,426,348,792,759
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,796,585,789,582
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,910,841,657,585
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,952,875,635,589
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-29-28_02_01.jpg,1500,2000,676,572,1447,1365
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-09-36_01_01.jpg,1500,2000,900,838,1096,1070
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-09-36_01_01.jpg,1500,2000,50,26,1291,1270
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-09-36_01_01.jpg,1500,2000,96,55,772,727
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-09-36_01_01.jpg,1500,2000,1680,1644,140,98
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-27-52_02_01.jpg,1500,2000,1950,1919,750,736
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-27-22_02_02.jpg,1500,2000,1266,1224,922,889
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-27-22_02_02.jpg,1500,2000,394,361,1195,1135
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-27-22_02_02.jpg,1500,2000,433,388,1439,1390
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-39-35_01_01.jpg,1500,2000,1318,1279,401,343
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-39-35_01_01.jpg,1500,2000,1846,1766,244,191
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-39-35_01_01.jpg,1500,2000,447,410,587,555
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,1384,1325,433,343
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,1005,961,603,505
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,840,808,395,360
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,730,657,302,247
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,729,684,122,60
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,523,447,238,179
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,372,324,187,148
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,278,211,198,141
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,148,43,126,50
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,191,82,362,281
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,180,0,514,391
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,398,201,697,497
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,159,88,780,725
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,136,28,958,871
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,325,216,949,887
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,725,495,930,708
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,852,774,771,693
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,895,810,719,702
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,653,469,989,952
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,587,534,1003,975
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,600,534,1067,982
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-01_02_01.jpg,1500,2000,232,125,1498,1465
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-45_02_01.jpg,1500,2000,597,373,691,583
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-45_02_01.jpg,1500,2000,144,0,959,843
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-45_02_01.jpg,1500,2000,465,275,928,793
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-45_02_01.jpg,1500,2000,380,260,874,763
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-45_02_01.jpg,1500,2000,392,172,794,754
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-22-25_02_02.jpg,1500,2000,934,906,659,637
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1560,1464,1145,1091
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1409,1360,1056,1010
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1650,1623,509,477
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1318,1263,362,321
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1261,1233,439,425
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1194,1181,364,356
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1724,1705,381,364
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1858,1835,1272,1239
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1906,1888,1226,1204
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1649,1587,1460,1428
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1827,1808,1465,1446
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,958,880,1276,1216
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,523,478,1369,1325
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,925,886,1490,1464
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,837,762,1500,1486
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,629,598,1493,1483
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,648,586,1472,1437
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,593,551,1395,1338
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,881,850,1421,1399
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,773,740,682,652
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,776,758,736,704
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,756,742,787,774
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,964,941,868,840
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,333,275,800,761
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1104,1071,1295,1262
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1260,1225,1144,1105
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1140,1120,47,28
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,95,60,80,46
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,360,284,469,343
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,121,105,601,581
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,29,0,489,467
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1166,1133,436,399
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1319,1304,608,586
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,53,24,685,626
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1871,1864,947,936
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1545,1508,905,868
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1604,1587,895,875
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1353,1325,1269,1248
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,2000,1964,1351,1318
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1951,1930,1201,1188
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1761,1703,1194,1167
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1828,1804,1200,1171
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-04-30_17-10-02_02_01.jpg,1500,2000,1341,1271,1423,1373
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-35_01_01.jpg,1500,2000,1185,1091,1500,1369
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-35_01_01.jpg,1500,2000,1018,898,1181,1082
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-35_01_01.jpg,1500,2000,1085,1032,1433,1369
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-35_01_01.jpg,1500,2000,284,244,831,792
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-35_01_01.jpg,1500,2000,226,189,1164,1119
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1758,1546,759,646
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1588,1325,968,838
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1609,1478,972,869
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1243,1141,1040,971
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1298,1211,1000,932
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,1147,1024,1034,975
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,991,941,1107,1076
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,555,428,497,424
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,361,279,500,423
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,295,192,596,524
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,141,73,612,549
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,61,4,595,550
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,205,161,676,650
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-23-15_02_02.jpg,1500,2000,58,0,1051,1005
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-31_01_01.jpg,1500,2000,1199,1062,1500,1372
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-31_01_01.jpg,1500,2000,1080,987,1429,1361
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-31_01_01.jpg,1500,2000,974,869,1174,1054
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-31_01_01.jpg,1500,2000,238,210,768,740
plastic,./river_data/river_drone_images/data/zooniverse_trained/KL_L01_2019-05-01_10-41-31_01_01.jpg,1500,2000,177,147,1149,1103
